,mean,std
msl,101326.56869116594,948.7304177252732
r_500,46.57539013785577,31.60537299739579
r_700,50.42285264886105,28.82064873623509
r_850,61.07750202669578,28.319521054754137
r_950,71.10805644384492,26.70708534455118
ssrd,640694.6242446214,944020.0850928648
t2m,286.8935487636808,14.359017776223268
t_500,256.72550538799953,10.312463597313853
t_700,272.57143495306974,10.977905572542111
t_850,280.97753650703646,12.306610155521922
t_950,285.5493974676079,12.774104461014758
tp,9.394153494441772e-05,0.000387341910218
u10,-0.1890011022238064,4.87111265760346
u_500,5.41564776320548,11.316087195442035
u_700,2.3147431625844708,8.771266420033593
u_850,0.852853290095072,7.349828473280723
u_950,0.0423544735106202,6.854710965126318
u_pvu,10.657565713576922,17.58955307527377
v10,-0.3115924958051942,4.633303202302549
v_500,0.4375696985883204,9.215212104474771
v_700,0.2186554465557753,6.918046217733213
v_850,0.0104232903764972,6.229581714580796
v_950,-0.2174612520265956,6.404204740949622
v_pvu,0.6984027691877136,13.801347463466698
w_500,0.0020277336387459,0.2309166776259952
w_700,1.14572506842409e-05,0.2788742509960091
w_850,0.0066444419481072,0.280466134489973
w_950,0.0129878004045523,0.1960761132522738
wbpt_500,287.0707339533584,5.282511215076989
wbpt_700,284.8470518427369,6.93910263166679
wbpt_850,283.9507570820174,8.684579199546532
wbpt_950,284.0827172465656,9.84495915154297
wbt_500,-18.96251771026704,8.902496161076591
wbt_700,-4.621259816597572,9.16133265788932
wbt_850,3.555702441422719,9.838436756146445
wbt_950,8.701091387584293,10.232610514600166
z_500,55445.022650485706,2476.943385785545
z_700,29850.567265844005,1528.851842737592
z_850,14379.129117004806,999.7971280342372
z_950,5307.779850508187,800.2095973518448
z_pvu,119904.92554094878,32831.44874128429
